InstructorID,FirstName,LastName,Department,Rank,Email
I6263,سراج الدّين,الحكير,كلية الهندسة,محاضر,bqshnrj@example.net
I6264,نورس,آل العسكري,كلية الزراعة,أستاذ مساعد,xal-myd@example.net
I6265,يحيى,العقيل,كلية الصيدلة,أستاذ مساعد,lhjrgryd@example.org
I6266,راتب,الدباغ,كلية الصيدلة,أستاذ,ngmal-sfwn@example.com
I6267,لمّاح,الحكير,كلية التربية,أستاذ,tyf69@example.org
I6268,عذب,آل سعود,كلية الزراعة,أستاذ,al-wdjml-ldwyn@example.net
I6269,عتيق,آل صفوان,كلية الصيدلة,أستاذ,qal-jfr@example.net
I6270,جمال الدّين,آل علي,كلية الهندسة,محاضر,rbh90@example.net
I6271,مطاوع,الحجار,كلية الصيدلة,محاضر,shhbal-khdyr@example.net
I6272,كمال,الجفالي,كلية الصيدلة,أستاذ,pknw@example.net
I6273,يوسف,آل بن ظافر,كلية الهندسة,أستاذ,xknw@example.org
I6274,عاقل,كانو,كلية الصيدلة,محاضر,krym82@example.net
I6275,كاظم,آل سلطان,كلية الزراعة,محاضر,al-jfrbd-lmjyd@example.com
I6276,ريان,آل عايض,كلية التربية,أستاذ مساعد,lwn30@example.net
I6277,عبد الرّزاق,بقشان,كلية التربية,أستاذ مساعد,snm54@example.net
I6278,ميثاق,بن لادن,كلية التربية,محاضر,al-lshykhzz@example.org
I6279,بشرى,الحكير,كلية الهندسة,أستاذ مساعد,hlmknw@example.org
I6280,صابر,آل سلطان,كلية الهندسة,محاضر,ial-qsyr@example.net
I6281,حليم,الحكير,كلية الزراعة,أستاذ,nswrlkhrfy@example.net
I6282,ربى,حجار,كلية الصيدلة,أستاذ,al-mhmd-bn-ly-bn-jmzshr@example.net
I6283,رشدي,المهيدب,كلية الهندسة,أستاذ,lmshwllyth@example.com
I6284,فضل,الحكير,كلية الزراعة,أستاذ مساعد,slmlshy@example.net
I6285,صادق,آل عطفة,كلية الزراعة,أستاذ مساعد,ral-bn-lfy@example.net
I6286,قيس,الجفالي,كلية الهندسة,محاضر,lmgwlhll@example.net
I6287,يعرب,المغاولة,كلية الزراعة,أستاذ مساعد,rmdnal-swd@example.org
I6288,مرتجي,شربتلي,كلية التربية,محاضر,hmz12@example.org
I6289,شكيب,الشايع,كلية الصيدلة,محاضر,sal-rfy@example.org
I6290,نشوة,حنبولي,كلية الهندسة,أستاذ,qdrylrshd@example.org
I6291,ساطع,آل قصير,كلية التربية,محاضر,kmhn@example.net
I6292,نصوح,آل عايض,كلية الهندسة,محاضر,al-mydjhr@example.net
I6293,فخر,آل جعفر,كلية الزراعة,أستاذ مساعد,al-rfybd-ljlyl@example.com
I6294,أفراح,آل رفيع,كلية الصيدلة,محاضر,gljfly@example.com
I6295,عدلي,الجفالي,كلية الصيدلة,محاضر,lhkyrftwh@example.org
I6296,منيع,آل مقطة,كلية الزراعة,أستاذ,ksral-myd@example.com
I6297,فتحي,المشاولة,كلية الصيدلة,محاضر,wal-rfy@example.net
I6298,جلاء,آل سلطان,كلية الهندسة,محاضر,mjd41@example.com
I6299,خلدون,آل بن لافي,كلية الصيدلة,أستاذ,slymn91@example.com
I6300,سجا,الخرافي,كلية الزراعة,محاضر,rm86@example.org
I6301,مهدي,الدباغ,كلية التربية,أستاذ مساعد,bw-dwwdbtsm@example.net
I6302,صادح,آل بن لافي,كلية الهندسة,محاضر,zbn-ldn@example.org
I6303,زياد,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ,lkhrfyrdy@example.org
I6304,لقمان,أبو داوود,كلية الهندسة,أستاذ,dnlhjr@example.net
I6305,راجي,الشايع,كلية الصيدلة,محاضر,rmzy98@example.net
I6306,جسور,آل معيض,كلية الهندسة,أستاذ مساعد,slymn47@example.com
I6307,ثروت,حجار,كلية الهندسة,أستاذ مساعد,tryf99@example.net
I6308,سليم,بقشان,كلية الزراعة,أستاذ مساعد,sbyhal-swd@example.org
I6309,دعاء,بقشان,كلية الصيدلة,محاضر,khlwsyal-lskry@example.org
I6310,عبد الجبّار,آل مقطة,كلية الزراعة,أستاذ,knwqnw@example.net
I6311,نبراس,حنبولي,كلية الزراعة,أستاذ,ysr00@example.org
I6312,غطفان,آل عايض,كلية التربية,أستاذ مساعد,bw-dwwdmqdd@example.com
I6313,عفيف,الحكير,كلية الزراعة,أستاذ,llynkf@example.net
I6314,ناصيف,الراشد,كلية الزراعة,أستاذ,al-hsynrfh@example.org
I6315,راسم,آل سلطان,كلية التربية,أستاذ,al-jfrzz@example.com
I6316,رئيس,الجابر,كلية التربية,أستاذ مساعد,lfyf32@example.net
I6317,سرور,آل عواض,كلية الزراعة,أستاذ مساعد,lrshdthr@example.org
I6318,فاروق,أبو داوود,كلية الصيدلة,محاضر,hlal-hsyn@example.com
I6319,يقين,آل الشيخ,كلية الصيدلة,محاضر,mdh40@example.com
I6320,نافذ,آل معيض,كلية الهندسة,محاضر,bysnal-rfy@example.net
I6321,عبد الجليل,آل الشيخ,كلية الزراعة,محاضر,b-lkhylrfn@example.com
I6322,تميم,المهنا,كلية الصيدلة,محاضر,hsmlhjr@example.com
I6323,مراد,آل محمد بن علي بن جماز,كلية الهندسة,أستاذ,jswr14@example.com
I6324,وجدي,فصيل,كلية الهندسة,محاضر,ljlnbd-lgfwr@example.com
I6325,شبلي,المشاولة,كلية الزراعة,أستاذ,al-wdtmh@example.net
I6326,حقّي,آل قصير,كلية الزراعة,أستاذ,mal-bn-lfy@example.org
I6327,نصر الدّين,آل سعود,كلية الصيدلة,محاضر,mymwnljfly@example.net
I6328,عرفه,آل قصير,كلية الزراعة,محاضر,hjrmnyb@example.org
I6329,مؤمن,الحكير,كلية الصيدلة,أستاذ مساعد,b-lkhylfhd@example.org
I6330,قطب,آل عطفة,كلية الصيدلة,أستاذ مساعد,al-sfwnlwryn@example.net
I6331,شجاع,آل الشيخ,كلية الزراعة,محاضر,dhkyknw@example.com
I6332,معن,العقيل,كلية الصيدلة,أستاذ مساعد,kml44@example.org
I6333,كاملة,آل الشيخ,كلية التربية,محاضر,mal-khdyr@example.org
I6334,مُعتز,مهنا,كلية الزراعة,أستاذ مساعد,lkhrfymws@example.net
I6335,جمان,آل معيض,كلية الهندسة,أستاذ,hmzb-lkhyl@example.org
I6336,فارع,شربتلي,كلية الزراعة,أستاذ مساعد,al-khdyrmdlyn@example.org
I6337,هاني,آل مقطة,كلية الصيدلة,أستاذ,bn-ldndwy@example.net
I6338,شاطر,الشايع,كلية الهندسة,أستاذ,al-lymsrwr@example.com
I6339,نعيم,آل رفيع,كلية الهندسة,أستاذ مساعد,lal-sltn@example.org
I6340,رزين,شربتلي,كلية الزراعة,أستاذ,mdknw@example.net
I6341,حسن,آل عطفة,كلية الزراعة,أستاذ,al-sltnsmh@example.com
I6342,صارم,العليان,كلية الصيدلة,أستاذ,almhn@example.com
I6343,مريم,الجفالي,كلية الهندسة,أستاذ,bsmllyn@example.net
I6344,ضياء,أبا الخيل,كلية الزراعة,محاضر,bd-lqhwr29@example.net
I6345,فيّاض,الحكير,كلية الصيدلة,أستاذ,twlyn19@example.net
I6346,سعدون,العقيل,كلية الزراعة,أستاذ مساعد,hmwd25@example.org
I6347,حسيب,أبو داوود,كلية الهندسة,محاضر,al-qsyrshd@example.org
I6348,حنفي,العقيل,كلية الهندسة,محاضر,wf68@example.com
I6349,رمزي,آل جعفر,كلية الزراعة,أستاذ,tyfbqshn@example.net
I6350,غوى,أبا الخيل,كلية الزراعة,أستاذ,zbyral-hsyn@example.org
I6351,ضيائي,آل بن لافي,كلية الزراعة,أستاذ,al-ydbtsm@example.com
I6352,محيي الدّين,آل عواض,كلية الزراعة,محاضر,al-jfrqyl@example.net
I6353,عبّود,الحكير,كلية الزراعة,محاضر,al-bn-lfybsm@example.org
I6354,هايل,الشايع,كلية الهندسة,أستاذ,shdn51@example.net
I6355,رهيف,فصيل,كلية الزراعة,أستاذ,d48@example.org
I6356,روبين,آل الشيخ,كلية الزراعة,أستاذ,mrljfly@example.com
I6357,عبد الحفيظ,آل سعود,كلية الصيدلة,أستاذ,zal-yd@example.com
I6358,ناهد,آل مقطة,كلية الصيدلة,أستاذ,lhjrswd@example.net
I6359,صبحي,الخرافي,كلية التربية,أستاذ مساعد,shml46@example.org
I6360,نزيه,الحكير,كلية الصيدلة,محاضر,mundhral-bn-zfr@example.org
I6361,عبد الكريم,الحجار,كلية التربية,أستاذ مساعد,ysr70@example.com
I6362,سلاف,الراشد,كلية الزراعة,أستاذ مساعد,jwly24@example.org
I6363,فردوس,الحجار,كلية الهندسة,محاضر,zmy84@example.net
I6364,فيّاض,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ مساعد,bd-ltwwb36@example.com
I6365,ناصيف,آل عطفة,كلية الزراعة,محاضر,llynnsr-ldwyn@example.com
I6366,طيّب,شربتلي,كلية الزراعة,محاضر,rymljln@example.com
I6367,سموح,آل مقطة,كلية الصيدلة,أستاذ مساعد,bd-lshwkwral-tf@example.org
I6368,ساهد,آل مقطة,كلية الزراعة,محاضر,hzmhnbwly@example.org
I6369,زيدان,آل علي,كلية الهندسة,أستاذ مساعد,shdwdal-khdyr@example.net
I6370,بلماء,آل رفيع,كلية الزراعة,أستاذ,shkryhjr@example.com
I6371,عائد,بقشان,كلية الصيدلة,محاضر,hjrsmd@example.com
I6372,ريف,الخرافي,كلية الزراعة,أستاذ,al-mydrjy@example.org
I6373,ضحى,آل العسكري,كلية الصيدلة,أستاذ مساعد,glylshy@example.com
I6374,نسيب,آل سعود,كلية الصيدلة,أستاذ,krymal-rfy@example.com
I6375,عدوي,العجلان,كلية الهندسة,أستاذ مساعد,munjdljln@example.org
I6376,عزّت,آل صفوان,كلية الزراعة,أستاذ مساعد,mhntll@example.com
I6377,غالب,المغاولة,كلية الهندسة,أستاذ مساعد,lrshddhwk@example.org
I6378,يسار,آل سعود,كلية الزراعة,أستاذ,llynndr@example.net
I6379,فاروق,الراشد,كلية التربية,محاضر,val-khdyr@example.com
I6380,نورس,آل جعفر,كلية الزراعة,أستاذ,al-lskrymmtz@example.org
I6381,نور,حجار,كلية الزراعة,أستاذ,zlmhydb@example.com
I6382,أفنان,الشايع,كلية الزراعة,أستاذ,lym71@example.com
I6383,مهيب,أبا الخيل,كلية الزراعة,أستاذ,al-lskryqsd@example.org
I6384,كنار,المغاولة,كلية الصيدلة,أستاذ,hjrkshf@example.com
I6385,حنفي,آل الشيخ,كلية التربية,أستاذ,mkwy95@example.org
I6386,رمحي,أبا الخيل,كلية الزراعة,أستاذ,al-swdmukhymr@example.org
I6387,أفراح,المهيدب,كلية التربية,أستاذ,myrl59@example.org
I6388,ناعم,المغاولة,كلية الزراعة,أستاذ مساعد,al-rfyymn@example.com
I6389,فاروق,الجفالي,كلية الهندسة,محاضر,al-sltnrfyq@example.com
I6390,طامح,مهنا,كلية الزراعة,أستاذ,lhjrly@example.com
I6391,زكي,آل عواض,كلية الزراعة,أستاذ مساعد,nzmy01@example.com
I6392,عبد السّميع,الجفالي,كلية الزراعة,محاضر,jwlyal-sfwn@example.net
I6393,ديمه,حجار,كلية الزراعة,أستاذ مساعد,ulqyl@example.com
I6394,أجوان,الخرافي,كلية التربية,أستاذ,btkral-swd@example.net
I6395,طائل,بن لادن,كلية الزراعة,أستاذ مساعد,gtfn09@example.net
I6396,لهفان,آل حسين,كلية الصيدلة,أستاذ مساعد,lkhrfynswh@example.com
I6397,بلند,آل معيض,كلية التربية,محاضر,mlhmal-hsyn@example.org
I6398,صالح,المشاولة,كلية الصيدلة,أستاذ,nbylal-tf@example.org
I6399,شعلان,مهنا,كلية التربية,محاضر,dlmgwl@example.net
I6400,هند,آل جعفر,كلية الهندسة,أستاذ مساعد,rstm71@example.com
I6401,عقيل,الراشد,كلية الهندسة,أستاذ,lqylbtl@example.net
I6402,تاج الدّين,بن لادن,كلية الهندسة,أستاذ مساعد,al-bn-lfywsf@example.com
I6403,جوليا,آل حسين,كلية الزراعة,أستاذ مساعد,mythqal-mhmd-bn-ly-bn-jmz@example.com
I6404,مجد,فصيل,كلية الهندسة,محاضر,dymh55@example.com
I6405,رسمي,العجلان,كلية الزراعة,أستاذ,mkhlsal-khdyr@example.org
I6406,ريفال,آل عواض,كلية الصيدلة,محاضر,njyal-qsyr@example.org
I6407,وسيم,حجار,كلية الزراعة,أستاذ,shbly84@example.net
I6408,عصمت,آل الشيخ,كلية الصيدلة,محاضر,tll91@example.net
I6409,عبد الكريم,مهنا,كلية الصيدلة,محاضر,gal-hsyn@example.com
I6410,صارم,آل عطفة,كلية الهندسة,أستاذ مساعد,kal-hsyn@example.org
I6411,سنان,العليان,كلية الهندسة,محاضر,tbqshn@example.com
I6412,شفيع,العجلان,كلية الهندسة,أستاذ,kzmal-ly@example.org
I6413,لقاء,الدباغ,كلية الزراعة,محاضر,khlsal-jfr@example.org
I6414,فاروق,المغاولة,كلية الزراعة,أستاذ,oal-sltn@example.org
I6415,ضياء,آل سلطان,كلية الهندسة,محاضر,shhd94@example.com
I6416,مروان,آل حسين,كلية الصيدلة,أستاذ مساعد,trnym33@example.net
I6417,مختار,الخرافي,كلية الزراعة,محاضر,dhybllyn@example.net
I6418,لوجين,العجلان,كلية الزراعة,أستاذ,al-bn-lfynm@example.org
I6419,مشرف,آل صفوان,كلية الصيدلة,أستاذ,jlylal-lskry@example.org
I6420,مرعي,آل مقطة,كلية الصيدلة,محاضر,al-rfymywd@example.com
I6421,عتريس,العليان,كلية الزراعة,أستاذ,smr28@example.com
I6422,عبد القادر,آل عواض,كلية التربية,محاضر,qnwlmhydb@example.com
I6423,ريتاج,آل عطفة,كلية الزراعة,محاضر,syl34@example.com
I6424,كارم,آل عايض,كلية التربية,أستاذ,ral-lshykh@example.org
I6425,روبين,آل مقطة,كلية الزراعة,أستاذ,nhd83@example.net
I6426,عبد الجليل,الخرافي,كلية الصيدلة,محاضر,mwmnlhjr@example.org
I6427,شامخ,آل علي,كلية الزراعة,أستاذ مساعد,ftkr99@example.org
I6428,لاما,مهنا,كلية التربية,محاضر,qlshrbtly@example.net
I6429,عبد الغني,الخرافي,كلية الصيدلة,أستاذ,bd-lhkym05@example.org
I6430,صدّام,الجابر,كلية الزراعة,أستاذ مساعد,gmd37@example.net
I6431,نشأت,الدباغ,كلية الصيدلة,محاضر,ylrshd@example.org
I6432,وليد,آل خضير,كلية الهندسة,أستاذ مساعد,hhjr@example.net
I6433,لمّاح,آل محمد بن علي بن جماز,كلية الصيدلة,محاضر,al-sltntlb@example.com
I6434,مرتضي,آل عواض,كلية الزراعة,محاضر,hmydlrshd@example.com
I6435,مُتعب,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ مساعد,sdwhknw@example.org
I6436,ظافر,آل قصير,كلية الزراعة,أستاذ,bysn93@example.net
I6437,لارا,آل بن ظافر,كلية التربية,أستاذ,hjral-rfy@example.net
I6438,لهفان,أبا الخيل,كلية الزراعة,أستاذ,qsm62@example.net
I6439,أفنان,الجابر,كلية الصيدلة,أستاذ,lmshwlrwy@example.com
I6440,رشدي,أبو داوود,كلية الزراعة,محاضر,rhyb78@example.com
I6441,روفيدا,فصيل,كلية الصيدلة,أستاذ مساعد,lshysyl@example.com
I6442,اصيل,آل بن ظافر,كلية الصيدلة,أستاذ مساعد,rzynlmhn@example.org
I6443,جاسم,الراشد,كلية الصيدلة,أستاذ,ndyhal-myd@example.org
I6444,فخري,آل قصير,كلية الزراعة,أستاذ,al-yddhmn@example.net
I6445,غامد,آل عواض,كلية الزراعة,أستاذ,al-sltndryd@example.org
I6446,رهيف,آل حسين,كلية الهندسة,محاضر,syf-ldwynbw-dwwd@example.com
I6447,زاهي,الجابر,كلية الصيدلة,أستاذ مساعد,munyrbw-dwwd@example.org
I6448,عبد السّلام,آل عايض,كلية التربية,أستاذ مساعد,alshy@example.com
I6449,معمّر,آل معيض,كلية الصيدلة,أستاذ مساعد,mznlhkyr@example.com
I6450,سعدون,حجار,كلية التربية,محاضر,lmhydbkhyry@example.org
I6451,بنان,مهنا,كلية الزراعة,محاضر,hmwd90@example.org
I6452,عذب,المهيدب,كلية الزراعة,محاضر,srwrljln@example.net
I6453,بنفسج,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ,ktwm24@example.org
I6454,غزير,الشايع,كلية التربية,أستاذ,yqyn45@example.org
I6455,عتيق,آل العسكري,كلية الزراعة,محاضر,jwynhjr@example.com
I6456,غانم,شربتلي,كلية الصيدلة,محاضر,al-lshykhbhj@example.com
I6457,حسين,آل سعود,كلية الصيدلة,أستاذ,shfy97@example.net
I6458,جهراء,آل حسين,كلية الزراعة,أستاذ مساعد,sbal-ly@example.com
I6459,كنعان,آل علي,كلية الهندسة,محاضر,shrbtlysrj@example.org
I6460,افتكار,كانو,كلية الهندسة,أستاذ مساعد,frzdq51@example.com
I6461,يقين,العقيل,كلية التربية,محاضر,munjdljbr@example.com
I6462,سائد,فصيل,كلية الزراعة,محاضر,al-lskrygtfn@example.net
I6463,جودي,آل خضير,كلية الزراعة,محاضر,sjlmgwl@example.org
I6464,مرشد,العجلان,كلية الهندسة,أستاذ مساعد,munyr49@example.org
I6465,تمّام,بقشان,كلية الزراعة,أستاذ,al-bn-zfrfth@example.net
I6466,اعتكاف,بقشان,كلية الصيدلة,أستاذ,jal-rfy@example.net
I6467,هيا,مهنا,كلية التربية,محاضر,shfyal-mqt@example.org
I6468,ليم,آل العسكري,كلية الزراعة,محاضر,mrzwq04@example.com
I6469,كرمة,آل بن ظافر,كلية الهندسة,أستاذ مساعد,al-swddy@example.com
I6470,ياقوت,آل رفيع,كلية الزراعة,أستاذ مساعد,syd80@example.org
I6471,عبد القادر,آل عايض,كلية التربية,أستاذ,bd-lzyz94@example.com
I6472,ماهر,آل بن لافي,كلية الصيدلة,محاضر,kfsyl@example.net
I6473,رشاد,آل العسكري,كلية الزراعة,أستاذ,knnal-sfwn@example.org
I6474,حمدان,شربتلي,كلية التربية,محاضر,nsyb87@example.org
I6475,شيّق,آل قصير,كلية الهندسة,أستاذ,lmshwlhll@example.net
I6476,نجيب,الراشد,كلية التربية,أستاذ مساعد,nmbw-dwwd@example.org
I6477,رجب,آل بن لافي,كلية الصيدلة,أستاذ,ubw-dwwd@example.net
I6478,نظام,حنبولي,كلية الصيدلة,أستاذ مساعد,sbhlkhrfy@example.com
I6479,ليان,آل جعفر,كلية الصيدلة,محاضر,slh60@example.net
I6480,جوليا,الجفالي,كلية الهندسة,أستاذ مساعد,mswdal-mhmd-bn-ly-bn-jmz@example.org
I6481,مادلين,حجار,كلية الزراعة,أستاذ,alal-bn-lfy@example.net
I6482,مزهر,المهنا,كلية الهندسة,أستاذ مساعد,ltfyal-wd@example.net
I6483,مقدام,آل العسكري,كلية الزراعة,أستاذ مساعد,hnbwlynswr@example.org
I6484,ذيب,آل بن لافي,كلية الصيدلة,محاضر,bd-lqhwrmhn@example.org
I6485,ساجي,كانو,كلية الصيدلة,أستاذ,zfral-bn-lfy@example.org
I6486,نصر,العليان,كلية الزراعة,محاضر,tyqal-swd@example.org
I6487,رؤوف,آل عطفة,كلية الصيدلة,أستاذ,bn-ldnbd-lmlk@example.com
I6488,رجاء,كانو,كلية الزراعة,أستاذ,wsfy78@example.org
I6489,مكّي,المشاولة,كلية الزراعة,أستاذ مساعد,fnn80@example.net
I6490,موسى,بن لادن,كلية الهندسة,محاضر,b-lkhylmlk@example.org
I6491,هايدي,أبو داوود,كلية الصيدلة,محاضر,shdhnbwly@example.com
I6492,عدوي,آل محمد بن علي بن جماز,كلية التربية,محاضر,bljfly@example.net
I6493,عبّاس,آل سعود,كلية الصيدلة,أستاذ,wsmljbr@example.net
I6494,فداء,بن لادن,كلية التربية,أستاذ مساعد,oal-yd@example.com
I6495,مؤمن,الدباغ,كلية الهندسة,محاضر,al-tfjdyr@example.com
I6496,سنان,آل بن لافي,كلية الهندسة,أستاذ مساعد,wsyl83@example.net
I6497,كرمة,المهنا,كلية التربية,أستاذ,al-lshykhfyq@example.org
I6498,معن,أبا الخيل,كلية الصيدلة,محاضر,kml35@example.net
I6499,نوّار,المهنا,كلية الزراعة,أستاذ مساعد,al-ydtrq@example.com
I6500,صهيب,مهنا,كلية الصيدلة,أستاذ,tlmgwl@example.net
I6501,سعيد,المشاولة,كلية الزراعة,أستاذ مساعد,al-mhmd-bn-ly-bn-jmzbtwl@example.net
I6502,علوان,آل عايض,كلية الزراعة,أستاذ مساعد,lhkyrsltn@example.org
I6503,ترانيم,آل بن لافي,كلية الصيدلة,محاضر,al-rfywryd@example.com
I6504,حسيب,آل حسين,كلية الزراعة,أستاذ مساعد,tlyal-jfr@example.org
I6505,عبد المولى,الدباغ,كلية الصيدلة,أستاذ,hnbwlyymn@example.org
I6506,عبد الخالق,أبا الخيل,كلية الزراعة,محاضر,zhrbqshn@example.net
I6507,علوان,حجار,كلية الزراعة,محاضر,al-lskrysmyr@example.net
I6508,عبد الصّمد,فصيل,كلية الزراعة,محاضر,bn-ldnmukhymr@example.net
I6509,مُنذر,الدباغ,كلية التربية,أستاذ مساعد,shlnal-mqt@example.com
I6510,داني,الجابر,كلية الزراعة,محاضر,qntal-sltn@example.com
I6511,دليل,حنبولي,كلية التربية,محاضر,ywnsal-lshykh@example.org
I6512,رازي,المهيدب,كلية الزراعة,أستاذ مساعد,ljflyftwh@example.net
I6513,صبور,بقشان,كلية الهندسة,محاضر,mhyy-ldwynbn-ldn@example.org
I6514,عاقل,الحكير,كلية التربية,أستاذ,mkhtral-jfr@example.net
I6515,عبد الغني,بن لادن,كلية الصيدلة,محاضر,al-ydshkry@example.com
I6516,ظبي,المغاولة,كلية الزراعة,أستاذ مساعد,al-lyrgb@example.net
I6517,عبد الرّحيم,آل رفيع,كلية الصيدلة,أستاذ مساعد,mkwy13@example.com
I6518,تميم,حنبولي,كلية الهندسة,أستاذ,blshy@example.com
I6519,ميسور,آل معيض,كلية الزراعة,أستاذ,lq47@example.net
I6520,راوي,آل سلطان,كلية الزراعة,أستاذ مساعد,frwqal-khdyr@example.org
I6521,طامح,الشايع,كلية الزراعة,أستاذ مساعد,tal-ly@example.com
I6522,عاطف,مهنا,كلية الزراعة,محاضر,llynd@example.net
I6523,ليم,الجفالي,كلية التربية,أستاذ,jlyl26@example.com
I6524,علم الدّين,كانو,كلية الصيدلة,محاضر,rywnal-bn-lfy@example.com
I6525,نورس,العقيل,كلية الصيدلة,أستاذ,al-sfwnryfl@example.com
I6526,داهي,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ مساعد,ljlnrsmy@example.com
I6527,صدقي,آل صفوان,كلية الصيدلة,أستاذ مساعد,nmal-bn-lfy@example.org
I6528,غزير,آل بن ظافر,كلية الصيدلة,أستاذ,khldwn03@example.org
I6529,مشفق,أبا الخيل,كلية الزراعة,أستاذ مساعد,pbn-ldn@example.org
I6530,ابتهاج,آل قصير,كلية التربية,أستاذ,ral-mqt@example.net
I6531,هيثم,الخرافي,كلية التربية,أستاذ مساعد,shrbtlysfyn@example.net
I6532,بدرالدّجى,شربتلي,كلية التربية,أستاذ مساعد,zhrn56@example.net
I6533,نظام,المهنا,كلية الزراعة,أستاذ,mal-lshykh@example.net
I6534,مشرق,آل جعفر,كلية الزراعة,أستاذ,dal-ly@example.org
I6535,يسرى,آل علي,كلية الصيدلة,محاضر,rdwn41@example.net
I6536,سهيل,آل صفوان,كلية الصيدلة,أستاذ مساعد,al-hsynmmwr@example.com
I6537,سلام,حجار,كلية الهندسة,محاضر,lhjrbshr@example.net
I6538,وسيل,المغاولة,كلية الصيدلة,أستاذ,llynnm@example.com
I6539,حسين,آل محمد بن علي بن جماز,كلية الهندسة,أستاذ مساعد,fsylblsm@example.net
I6540,عبد الرّحيم,الجفالي,كلية الصيدلة,أستاذ,myl18@example.org
I6541,فوّاز,بقشان,كلية الهندسة,أستاذ,nwl39@example.net
I6542,وجدي,آل سعود,كلية الهندسة,محاضر,lmhydbhny@example.com
I6543,سنان,آل عواض,كلية الهندسة,أستاذ مساعد,lmhnwjdy@example.com
I6544,سراج الدّين,آل عايض,كلية الصيدلة,أستاذ مساعد,al-tfthqyf@example.org
I6545,طاهر,بن لادن,كلية الهندسة,أستاذ,lrshdrw@example.net
I6546,كبير,آل محمد بن علي بن جماز,كلية الصيدلة,محاضر,bn-ldnlyth@example.com
I6547,ميرا,الحجار,كلية الزراعة,أستاذ,bdllh05@example.com
I6548,لوليا,آل بن ظافر,كلية التربية,أستاذ مساعد,zyd93@example.com
I6549,يحيى,الخرافي,كلية الزراعة,محاضر,al-bn-lfykhtr@example.net
I6550,عتيد,فصيل,كلية الهندسة,محاضر,fd23@example.org
I6551,تقيّ الدّين,آل بن ظافر,كلية الزراعة,محاضر,mwr00@example.org
I6552,رامي,آل عواض,كلية الصيدلة,أستاذ,bd-lrwwwf19@example.org
I6553,وصفي,حجار,كلية الصيدلة,أستاذ مساعد,bd-lkhlq20@example.net
I6554,مرعي,العقيل,كلية الصيدلة,أستاذ مساعد,ldbgrbh@example.com
I6555,عزّت,آل خضير,كلية الزراعة,محاضر,myral-qsyr@example.org
I6556,كنار,آل خضير,كلية الصيدلة,أستاذ مساعد,ljflythqb@example.net
I6557,يسري,آل رفيع,كلية الصيدلة,أستاذ مساعد,ljflyyd@example.net
I6558,عتيد,آل معيض,كلية الزراعة,أستاذ,nylhjr@example.net
I6559,سهل,آل علي,كلية التربية,أستاذ مساعد,al-sfwnrdwn@example.net
I6560,سامي,كانو,كلية الهندسة,محاضر,frwqhnbwly@example.org
I6561,صدر الدّين,بقشان,كلية التربية,أستاذ,tal-tf@example.com
I6562,مرزوق,العقيل,كلية الهندسة,أستاذ مساعد,qlhjr@example.net
I6563,كنعان,المهنا,كلية الزراعة,أستاذ مساعد,lythlmshwl@example.net
I6564,صبور,آل قصير,كلية الصيدلة,أستاذ,al-jfrndym@example.com
I6565,ثامر,آل قصير,كلية الصيدلة,أستاذ,lmshwlshyl@example.com
I6566,داهي,الراشد,كلية التربية,أستاذ مساعد,fnn91@example.com
I6567,صادق,آل علي,كلية التربية,محاضر,dryd62@example.net
I6568,كسّاب,بن لادن,كلية الصيدلة,أستاذ,shbn39@example.net
I6569,نعيم,آل الشيخ,كلية التربية,أستاذ مساعد,bwrnal-bn-zfr@example.com
I6570,كنان,العقيل,كلية الزراعة,أستاذ,tmd35@example.com
I6571,عقيل,آل الشيخ,كلية الهندسة,محاضر,wylal-lshykh@example.com
I6572,ملهم,مهنا,كلية الصيدلة,محاضر,smral-sfwn@example.com
I6573,داهي,حجار,كلية الهندسة,أستاذ مساعد,zz91@example.org
I6574,منصور,العقيل,كلية الزراعة,أستاذ,syd26@example.net
I6575,محمّد,آل بن لافي,كلية الصيدلة,محاضر,rfnhjr@example.com
I6576,جمال الدّين,فصيل,كلية الصيدلة,محاضر,rbylmshwl@example.com
I6577,افتكار,الحجار,كلية الصيدلة,محاضر,lhjrshyb@example.com
I6578,عارف,الجابر,كلية التربية,أستاذ مساعد,zn97@example.net
I6579,دؤوب,المهنا,كلية الزراعة,محاضر,lyth49@example.org
I6580,عبد العزيز,آل علي,كلية الزراعة,محاضر,wal-tf@example.net
I6581,تمام,بقشان,كلية الهندسة,محاضر,lmhnkhlf@example.net
I6582,ميثاق,أبا الخيل,كلية الهندسة,محاضر,al-qsyrsm@example.com
I6583,يقين,الجفالي,كلية الصيدلة,محاضر,al-tfmythq@example.com
I6584,ظريف,آل علي,كلية التربية,أستاذ,lq87@example.org
I6585,ضيائي,آل مقطة,كلية الزراعة,محاضر,al-sfwnshfy@example.com
I6586,راوي,شربتلي,كلية الزراعة,أستاذ,ljlnmrn@example.org
I6587,شريف,آل قصير,كلية الزراعة,أستاذ مساعد,al-lshykhbr@example.org
