StudentID,FirstName,LastName,DateOfBirth,Major,Address,Phone
20254861,بلند,آل سلطان,2001-04-30,كلية الهندسة,البيضاء,0928479951
20254862,ظاعن,آل عايض,2005-06-28,كلية الصيدلة,البيضاء,0911262436
20254863,وادع,حجار,2005-08-04,كلية الزراعة,طرابلس,0928520656
20254864,شبلي,العليان,2000-04-17,كلية الصيدلة,بنغازي,0917314953
20254865,فؤاد,المشاولة,2005-05-14,كلية الزراعة,طرابلس,0917635567
20254866,شعبان,آل جعفر,2000-10-07,كلية التربية,طرابلس,0919872820
20254867,زغلول,آل عايض,2006-09-15,كلية الهندسة,طرابلس,0927168330
20254868,مجاهد,آل بن ظافر,2005-04-11,كلية الزراعة,بنغازي,0926257709
20254869,مصعب,آل عطفة,2006-11-19,كلية التربية,البيضاء,0912905160
20254870,عرفه,آل بن لافي,2000-04-30,كلية الصيدلة,القبة,0929712172
20254871,ماهر,المهيدب,2004-03-02,كلية الزراعة,بنغازي,0921301758
20254872,تميم,بقشان,2008-04-08,كلية التربية,القبة,0928889551
20254873,طاهر,آل جعفر,2001-02-18,كلية الزراعة,القبة,0912848781
20254874,راما,المهنا,2006-07-26,كلية التربية,طرابلس,0929459723
20254875,مشاري,آل خضير,2007-09-10,كلية الصيدلة,المرج,0915063809
20254876,عدلي,آل مقطة,2007-12-30,كلية الصيدلة,المرج,0918173728
20254877,شاكر,أبو داوود,2003-06-28,كلية التربية,البيضاء,0927491358
20254878,جاد,آل علي,2004-02-13,كلية التربية,البيضاء,0928863990
20254879,عبد الجليل,المغاولة,2000-10-20,كلية التربية,المرج,0922877255
20254880,جرير,الجفالي,2003-04-13,كلية الزراعة,المرج,0925364226
20254881,سراج الدّين,شربتلي,1999-05-07,كلية الصيدلة,طرابلس,0912522286
20254882,عدوي,المغاولة,2006-05-28,كلية الصيدلة,بنغازي,0914371009
20254883,هاجر,آل الشيخ,2001-12-13,كلية الصيدلة,البيضاء,0912396535
20254884,طبّاع,آل حسين,2006-05-31,كلية الزراعة,البيضاء,0928216007
20254885,جمان,آل عواض,2003-07-17,كلية التربية,طرابلس,0929507860
20254886,سامي,آل سعود,2006-10-09,كلية الصيدلة,المرج,0927794611
20254887,سمير,الشايع,2002-01-06,كلية الصيدلة,القبة,0918033896
20254888,طلعت,المهنا,2000-10-16,كلية التربية,المرج,0912067805
20254889,نور الدّين,آل صفوان,2000-08-11,كلية الصيدلة,البيضاء,0918941528
20254890,واثق,آل سعود,2004-04-09,كلية الصيدلة,المرج,0912221629
20254891,زيد,بقشان,2001-04-01,كلية الزراعة,البيضاء,0926099844
20254892,عائد,آل عايض,2003-11-23,كلية الصيدلة,المرج,0912461946
20254893,كاشف,كانو,2007-06-22,كلية الصيدلة,بنغازي,0919535111
20254894,رواء,الدباغ,2007-01-29,كلية الزراعة,بنغازي,0924658909
20254895,سمير,فصيل,2001-05-11,كلية الزراعة,البيضاء,0921815910
20254896,شادي,الخرافي,2004-01-19,كلية الصيدلة,البيضاء,0912625573
20254897,باسمة,العليان,2005-12-12,كلية التربية,بنغازي,0926290208
20254898,دانة,المهيدب,2005-07-18,كلية الصيدلة,البيضاء,0912098503
20254899,أفراح,المشاولة,2001-04-10,كلية الزراعة,القبة,0913016560
20254900,وفاء,العجلان,2005-10-08,كلية الصيدلة,القبة,0911223378
20254901,طالب,كانو,2005-07-10,كلية الصيدلة,القبة,0923568956
20254902,لبيب,مهنا,2005-10-30,كلية التربية,طرابلس,0926880722
20254903,كاظم,آل قصير,2002-02-12,كلية الزراعة,البيضاء,0922539898
20254904,مُناضل,آل بن لافي,2004-01-29,كلية الهندسة,المرج,0929660898
20254905,مؤنس,آل صفوان,2004-05-15,كلية الصيدلة,المرج,0923602336
20254906,فرحان,آل عطفة,2006-06-10,كلية الصيدلة,البيضاء,0921368566
20254907,منيب,آل الشيخ,2007-07-20,كلية الصيدلة,البيضاء,0915587206
20254908,ميرال,الجابر,2007-12-27,كلية الصيدلة,المرج,0919448299
20254909,زاكي,الدباغ,2007-05-16,كلية الهندسة,البيضاء,0917150562
20254910,نوح,آل رفيع,2006-10-10,كلية الصيدلة,طرابلس,0928276194
20254911,مؤمن,الدباغ,2008-01-27,كلية الزراعة,المرج,0911281527
20254912,رجب,أبو داوود,1999-04-10,كلية التربية,البيضاء,0927838524
20254913,صلاح الدّين,آل بن ظافر,2000-08-09,كلية الهندسة,بنغازي,0928266699
20254914,عطاء,الجابر,2001-06-16,كلية الصيدلة,البيضاء,0929765555
20254915,قبس,آل حسين,2002-09-21,كلية الصيدلة,القبة,0919412100
20254916,قيس,آل قصير,2003-10-05,كلية الزراعة,البيضاء,0917912704
20254917,مهيب,آل حسين,1999-11-09,كلية الصيدلة,بنغازي,0914446563
20254918,فداء,حجار,2006-03-29,كلية الهندسة,بنغازي,0917873945
20254919,هيكل,بن لادن,2004-03-06,كلية الزراعة,القبة,0912337472
20254920,ناجي,آل بن ظافر,2007-10-03,كلية الزراعة,طرابلس,0926668929
20254921,آلاء,حجار,2001-04-03,كلية الصيدلة,طرابلس,0925790766
20254922,نوّاف,آل جعفر,2006-12-21,كلية الصيدلة,البيضاء,0923017807
20254923,ياسر,المهنا,2007-12-20,كلية الزراعة,القبة,0914662222
20254924,ابتهال,الجابر,2002-10-10,كلية الصيدلة,المرج,0927139104
20254925,صبحي,آل عواض,2000-02-10,كلية الصيدلة,المرج,0928645787
20254926,عتيد,الراشد,2005-05-08,كلية الهندسة,البيضاء,0929747301
20254927,فضل,الحكير,2002-06-28,كلية الزراعة,بنغازي,0923051917
20254928,زاخر,آل سلطان,2007-10-13,كلية التربية,البيضاء,0929404835
20254929,عبد الخالق,آل خضير,2001-08-11,كلية الزراعة,البيضاء,0925680799
20254930,شاطر,الشايع,2006-12-03,كلية الهندسة,القبة,0923086184
20254931,يسرى,آل سعود,2008-04-07,كلية الزراعة,البيضاء,0922523016
20254932,سرور,أبا الخيل,1999-09-12,كلية الهندسة,بنغازي,0925399228
20254933,شبيب,آل خضير,2001-11-27,كلية الصيدلة,القبة,0921983861
20254934,ياقوت,آل علي,2008-02-12,كلية الصيدلة,طرابلس,0912796979
20254935,نبيه,آل جعفر,2002-06-02,كلية الصيدلة,المرج,0914094954
20254936,عبد القهّار,آل رفيع,2005-08-21,كلية الصيدلة,بنغازي,0927217242
20254937,مشاري,الشايع,2005-08-20,كلية الهندسة,بنغازي,0917775702
20254938,جنى,بن لادن,2004-02-03,كلية التربية,بنغازي,0917531876
20254939,فاروق,العليان,2001-09-16,كلية الزراعة,المرج,0916006290
20254940,شهم,آل عايض,2006-12-08,كلية التربية,البيضاء,0929010038
20254941,نسيب,المهيدب,2006-09-20,كلية التربية,بنغازي,0917869335
20254942,كاظم,آل العسكري,2002-06-23,كلية الزراعة,طرابلس,0926409923
20254943,خاشعة,أبو داوود,2005-07-13,كلية الزراعة,المرج,0919156505
20254944,ساجد,كانو,2002-11-12,كلية الهندسة,البيضاء,0915172912
20254945,نادي,كانو,2004-03-02,كلية الصيدلة,طرابلس,0926781241
20254946,وصاف,كانو,1999-10-03,كلية الصيدلة,البيضاء,0925492662
20254947,كمال,آل سلطان,2007-04-05,كلية الهندسة,القبة,0924874920
20254948,عماد,آل بن لافي,2005-05-20,كلية الهندسة,القبة,0921204848
20254949,راغب,آل مقطة,2004-04-25,كلية الزراعة,بنغازي,0923937787
20254950,مهران,أبو داوود,2003-04-01,كلية التربية,القبة,0924482649
20254951,كنان,بن لادن,2004-01-11,كلية الصيدلة,البيضاء,0912085513
20254952,جمال الدّين,آل معيض,2000-11-10,كلية التربية,البيضاء,0915831005
20254953,يارا,المهنا,2007-06-18,كلية الزراعة,المرج,0916419550
20254954,سيف الدّين,المهنا,2007-06-04,كلية الزراعة,البيضاء,0913779018
20254955,ناجح,آل رفيع,2008-03-29,كلية الزراعة,القبة,0915870500
20254956,مرتضي,حنبولي,2005-09-10,كلية الصيدلة,المرج,0922264308
20254957,لقاء,العجلان,2000-09-03,كلية التربية,البيضاء,0913068664
20254958,مشرف,آل سعود,2003-01-12,كلية الزراعة,البيضاء,0923247133
20254959,عالية,آل سعود,2007-11-08,كلية الزراعة,البيضاء,0918879299
20254960,معارف,العجلان,2007-04-22,كلية الزراعة,البيضاء,0911102480
20254961,عبد السّميع,الجابر,2008-04-04,كلية الزراعة,المرج,0912169164
20254962,فخر الدّين,آل علي,2006-02-27,كلية الهندسة,المرج,0915063636
20254963,سنان,العقيل,2007-05-23,كلية التربية,بنغازي,0918621316
20254964,راجي,العليان,2002-12-30,كلية الزراعة,القبة,0926215557
20254965,حيدر,بن لادن,2003-12-21,كلية الهندسة,طرابلس,0922487195
20254966,معمّر,الراشد,2002-01-15,كلية الصيدلة,بنغازي,0923606449
20254967,شادن,آل معيض,2004-07-27,كلية الزراعة,البيضاء,0917991454
20254968,مشرف,الدباغ,2000-01-12,كلية الزراعة,القبة,0913127370
20254969,مُصلح,المغاولة,1999-12-14,كلية الزراعة,المرج,0922349639
20254970,عتريس,العليان,2004-10-21,كلية الزراعة,البيضاء,0911002906
20254971,أزهار,آل الشيخ,2000-11-13,كلية الهندسة,طرابلس,0924764938
20254972,عاصم,آل معيض,2002-12-29,كلية التربية,القبة,0923419407
20254973,سلمان,آل رفيع,1999-06-11,كلية الزراعة,المرج,0921595196
20254974,ظبي,آل بن لافي,2005-08-31,كلية الزراعة,طرابلس,0921878252
20254975,جهراء,المشاولة,2001-10-07,كلية الهندسة,البيضاء,0925266400
20254976,صالح,فصيل,2005-04-16,كلية الصيدلة,البيضاء,0922499606
20254977,نشوة,آل رفيع,1999-06-07,كلية الصيدلة,البيضاء,0924996420
20254978,ريف,الشايع,2006-01-16,كلية الصيدلة,طرابلس,0923462047
20254979,عقيل,بن لادن,2007-12-05,كلية الصيدلة,القبة,0919842952
20254980,نغم,المهنا,2006-03-17,كلية الزراعة,طرابلس,0916756453
20254981,عبد الغفّار,العليان,2006-12-31,كلية الهندسة,القبة,0925657286
20254982,كارم,فصيل,2001-06-23,كلية الزراعة,بنغازي,0916657826
20254983,غالي,الشايع,2004-02-23,كلية الهندسة,بنغازي,0925416131
20254984,نصوح,آل العسكري,2003-10-10,كلية الصيدلة,البيضاء,0929296663
20254985,ثقيف,آل محمد بن علي بن جماز,2001-05-14,كلية الصيدلة,البيضاء,0925170971
20254986,كافور,آل معيض,2003-08-03,كلية التربية,القبة,0911403928
20254987,حامد,شربتلي,2003-07-01,كلية الزراعة,طرابلس,0923777200
20254988,نورس,المهنا,2002-05-08,كلية الهندسة,طرابلس,0913672138
20254989,جوليا,آل معيض,2007-06-02,كلية الزراعة,القبة,0929055824
20254990,نصوح,الدباغ,1999-08-24,كلية الزراعة,المرج,0918814281
20254991,نيازي,مهنا,1999-05-29,كلية التربية,المرج,0925449565
20254992,مشفق,أبو داوود,2000-12-17,كلية الهندسة,طرابلس,0928403995
20254993,صدّام,العجلان,2000-07-07,كلية الهندسة,طرابلس,0928902085
20254994,مؤيّد,أبو داوود,2007-07-21,كلية الهندسة,القبة,0927133359
20254995,مجاهد,الحجار,2007-09-28,كلية الزراعة,البيضاء,0927315798
20254996,هلال,أبو داوود,1999-11-07,كلية الزراعة,البيضاء,0926008786
20254997,طارق,حجار,2004-09-09,كلية الصيدلة,بنغازي,0923337109
20254998,راشد,آل بن ظافر,2002-03-05,كلية الصيدلة,البيضاء,0916329479
20254999,جوريّة,آل عايض,2004-09-16,كلية الزراعة,المرج,0915512921
20255000,دانة,آل الشيخ,2004-05-07,كلية التربية,المرج,0929820730
20255001,عاصم,آل معيض,2008-03-22,كلية الصيدلة,القبة,0926560681
20255002,بتلاء,الجابر,2004-06-25,كلية التربية,القبة,0914735226
20255003,جود,آل علي,2000-12-24,كلية الزراعة,البيضاء,0929808233
20255004,نوح,آل صفوان,2005-08-08,كلية الهندسة,البيضاء,0919945731
20255005,نصري,الجابر,2004-02-02,كلية التربية,المرج,0919601279
20255006,دليل,حجار,2005-05-22,كلية الصيدلة,طرابلس,0928965125
20255007,روحي,المغاولة,2000-08-05,كلية الصيدلة,المرج,0913207095
20255008,رجائي,آل صفوان,2006-11-14,كلية الصيدلة,طرابلس,0912316719
20255009,عبد الملك,حنبولي,2006-12-16,كلية الزراعة,القبة,0925636291
20255010,ربيع,المهيدب,2004-05-28,كلية الصيدلة,بنغازي,0912655303
20255011,فارع,الخرافي,1999-04-20,كلية الصيدلة,المرج,0911108803
20255012,صهيب,المهنا,2000-01-26,كلية الزراعة,البيضاء,0922543052
20255013,أفنان,مهنا,2007-02-02,كلية التربية,طرابلس,0923181364
20255014,ظاعن,آل جعفر,2006-09-06,كلية الصيدلة,المرج,0925631021
20255015,حنفي,كانو,2006-10-09,كلية الزراعة,البيضاء,0912334965
20255016,حياة,آل عايض,2002-08-22,كلية الصيدلة,البيضاء,0916298847
20255017,فاضل,الخرافي,2004-02-05,كلية الزراعة,بنغازي,0911761190
20255018,راني,بقشان,2007-05-31,كلية الزراعة,القبة,0923939869
20255019,ضيائي,آل حسين,2006-10-01,كلية الهندسة,بنغازي,0928535010
20255020,لوجين,آل عطفة,2004-09-10,كلية الهندسة,المرج,0926224870
20255021,وسيم,آل العسكري,2002-08-21,كلية الصيدلة,القبة,0912543991
20255022,أسرار,آل صفوان,1999-08-15,كلية الصيدلة,المرج,0922319240
20255023,جوان,الشايع,2005-08-06,كلية الهندسة,طرابلس,0927200631
20255024,معزّ,آل حسين,2003-11-10,كلية الزراعة,القبة,0914782409
20255025,رمزي,آل مقطة,2000-11-16,كلية الصيدلة,القبة,0911428642
20255026,فؤاد,آل صفوان,2000-12-22,كلية الزراعة,بنغازي,0912409621
20255027,عبد السّميع,العليان,2006-04-20,كلية الصيدلة,المرج,0922101366
20255028,كسّاب,العليان,1999-05-21,كلية الصيدلة,طرابلس,0925164168
20255029,ليساء,الخرافي,2005-04-23,كلية الزراعة,طرابلس,0929080159
20255030,مُتولي,آل بن ظافر,2006-11-18,كلية الصيدلة,البيضاء,0926996633
20255031,حكيم,آل سلطان,2005-12-24,كلية الهندسة,القبة,0926728402
20255032,خلف,العجلان,2006-11-16,كلية الصيدلة,القبة,0912860387
20255033,وصفي,مهنا,2000-06-04,كلية التربية,المرج,0919872660
20255034,دؤوب,آل علي,2007-11-03,كلية الزراعة,طرابلس,0916937644
20255035,ميلاء,المغاولة,1999-08-31,كلية الصيدلة,بنغازي,0911521436
20255036,فاروق,أبو داوود,1999-04-13,كلية الزراعة,البيضاء,0923186536
20255037,مسرور,حنبولي,2006-10-24,كلية الصيدلة,طرابلس,0922749342
20255038,عالم,آل قصير,2001-02-26,كلية الزراعة,البيضاء,0924212945
20255039,سموح,بقشان,2003-06-30,كلية الزراعة,المرج,0913314701
20255040,عدلي,آل قصير,2000-04-06,كلية الصيدلة,البيضاء,0917159314
20255041,عبد المولى,كانو,2003-08-25,كلية الزراعة,بنغازي,0916637852
20255042,حافظ,آل صفوان,2001-12-27,كلية الزراعة,القبة,0912881502
20255043,نوره,آل رفيع,2000-10-26,كلية التربية,المرج,0912087883
20255044,جرّاح,حنبولي,2005-02-27,كلية الصيدلة,المرج,0915346709
20255045,راغب,الجفالي,2003-08-03,كلية الصيدلة,القبة,0926678678
20255046,عادل,آل الشيخ,1999-11-19,كلية الزراعة,المرج,0911580015
20255047,رابح,الراشد,2002-11-30,كلية الصيدلة,البيضاء,0918184150
20255048,مُصلح,أبا الخيل,2007-07-15,كلية الصيدلة,بنغازي,0927024175
20255049,تالا,آل جعفر,2003-05-14,كلية الصيدلة,المرج,0926834278
20255050,طيّع,كانو,2006-12-31,كلية الصيدلة,بنغازي,0928123899
20255051,رائف,آل خضير,2002-07-12,كلية الهندسة,المرج,0914047592
20255052,فرزدق,المهيدب,2004-01-05,كلية الصيدلة,البيضاء,0912067828
20255053,خطيب,بن لادن,2000-12-19,كلية الصيدلة,البيضاء,0911912829
20255054,ساهر,آل مقطة,2007-03-09,كلية الصيدلة,البيضاء,0912373862
20255055,عرفه,آل الشيخ,2002-06-01,كلية الصيدلة,القبة,0927969898
20255056,راجح,آل حسين,2004-09-08,كلية التربية,بنغازي,0911361496
20255057,نوره,العجلان,2004-07-24,كلية الصيدلة,البيضاء,0917866567
20255058,سفيان,آل قصير,1999-12-23,كلية الصيدلة,القبة,0925417156
20255059,نزار,حجار,2005-02-12,كلية الصيدلة,المرج,0913279615
20255060,راجي,آل الشيخ,2006-10-23,كلية الصيدلة,طرابلس,0923940637
20255061,أسرار,شربتلي,2006-08-13,كلية الصيدلة,بنغازي,0919532151
20255062,ربيع,حنبولي,2000-11-16,كلية التربية,القبة,0921793173
20255063,وسام,المهنا,2004-02-03,كلية الزراعة,البيضاء,0915000320
20255064,نور الدّين,آل حسين,2003-04-24,كلية الزراعة,المرج,0914686528
20255065,عبد الرّحمن,فصيل,2007-03-25,كلية الصيدلة,طرابلس,0916540394
20255066,نافذ,آل سلطان,2003-04-23,كلية التربية,البيضاء,0924249397
20255067,مادلين,آل العسكري,2006-07-22,كلية الزراعة,القبة,0924545248
20255068,عبد الصّمد,آل حسين,2007-12-22,كلية الصيدلة,بنغازي,0928531186
20255069,جلاء,آل حسين,2008-02-15,كلية الزراعة,المرج,0928821178
20255070,عربي,آل رفيع,2003-07-03,كلية الزراعة,القبة,0923417862
20255071,ثابت,آل رفيع,1999-09-28,كلية التربية,المرج,0926463325
20255072,شفيع,آل سعود,1999-12-16,كلية الصيدلة,القبة,0917156065
20255073,جهاد,آل عايض,2005-01-18,كلية الزراعة,طرابلس,0912590544
20255074,لمّاح,العقيل,2005-07-30,كلية الزراعة,بنغازي,0912225253
20255075,زكي,الخرافي,2002-05-15,كلية الصيدلة,بنغازي,0915868306
20255076,لاما,آل عواض,2008-02-20,كلية التربية,البيضاء,0927518952
20255077,ماذى,آل عطفة,2006-06-08,كلية الزراعة,القبة,0916499539
20255078,حفيظ,آل جعفر,1999-06-11,كلية الزراعة,البيضاء,0916195087
20255079,جاد,الحجار,2001-09-17,كلية الزراعة,البيضاء,0916476143
20255080,سخاء,الخرافي,2000-11-19,كلية الصيدلة,بنغازي,0921021336
20255081,مُنجد,بقشان,2000-09-07,كلية الزراعة,المرج,0927932004
20255082,معين,العجلان,2002-01-21,كلية الصيدلة,القبة,0915450969
20255083,هايدي,آل خضير,2001-12-08,كلية التربية,المرج,0927945085
20255084,نبيل,العليان,1999-05-19,كلية الهندسة,بنغازي,0919593554
20255085,فتوح,آل رفيع,2004-02-16,كلية الهندسة,بنغازي,0922339658
20255086,ميلاء,آل قصير,2005-10-03,كلية الزراعة,القبة,0918817819
20255087,غوى,آل سعود,2001-04-15,كلية الزراعة,البيضاء,0919736221
20255088,بلقيس,آل صفوان,2004-08-20,كلية الزراعة,المرج,0917240229
20255089,سراج الدّين,آل عواض,2000-11-26,كلية التربية,القبة,0926373198
20255090,سديم,آل الشيخ,2001-09-26,كلية التربية,طرابلس,0916742739
20255091,صنديد,العقيل,2003-06-21,كلية الزراعة,بنغازي,0929668349
20255092,محمّد,حنبولي,2005-06-09,كلية الهندسة,بنغازي,0922149311
20255093,سامح,آل عايض,2002-12-18,كلية الصيدلة,المرج,0911687989
20255094,عزّت,آل بن لافي,1999-10-14,كلية التربية,القبة,0926996751
20255095,عتاب,آل صفوان,2000-06-07,كلية الهندسة,المرج,0925750718
20255096,هلالي,آل مقطة,2001-08-27,كلية الزراعة,بنغازي,0922005903
20255097,نزار,العجلان,2002-07-23,كلية التربية,القبة,0925848035
20255098,نجدت,مهنا,2004-06-02,كلية الهندسة,المرج,0922707869
20255099,صبحي,آل الشيخ,2006-10-17,كلية الصيدلة,بنغازي,0917030939
20255100,خالدي,العجلان,2003-04-10,كلية الزراعة,القبة,0913640212
20255101,غسّان,الراشد,2003-08-12,كلية الصيدلة,القبة,0917953373
20255102,زهير,آل العسكري,2007-04-15,كلية الزراعة,القبة,0918616917
20255103,رضي,آل قصير,2007-04-09,كلية الصيدلة,المرج,0912700841
20255104,نبراس,فصيل,2000-05-01,كلية الزراعة,بنغازي,0915105693
20255105,عالم,فصيل,2001-07-24,كلية الزراعة,القبة,0929911443
20255106,روبا,المشاولة,2000-05-29,كلية الزراعة,طرابلس,0919920481
20255107,رسمي,المهيدب,2004-12-03,كلية الهندسة,بنغازي,0917630390
20255108,مُسعف,العجلان,2002-06-15,كلية الصيدلة,القبة,0917284464
20255109,يونس,أبو داوود,2003-07-31,كلية الهندسة,طرابلس,0921877218
20255110,جميل,الجفالي,2007-06-16,كلية الزراعة,البيضاء,0911011527
20255111,دعاء,آل العسكري,2007-01-25,كلية الهندسة,بنغازي,0927492407
20255112,زغلول,آل عايض,2007-09-15,كلية الهندسة,المرج,0926868588
20255113,ماجد,آل حسين,2006-04-28,كلية الزراعة,بنغازي,0922614562
20255114,عمّار,الدباغ,2003-01-04,كلية الزراعة,بنغازي,0923220493
20255115,سجا,شربتلي,2001-12-31,كلية الهندسة,القبة,0919317952
20255116,عبد الرّؤوف,بقشان,2000-11-18,كلية الزراعة,المرج,0914562723
20255117,حنفي,آل الشيخ,2004-01-30,كلية الزراعة,المرج,0922744298
20255118,بوران,الجابر,2003-04-16,كلية الزراعة,القبة,0925257970
20255119,عتيد,بقشان,2002-08-09,كلية الصيدلة,البيضاء,0923164621
20255120,وسيم,آل سلطان,2004-04-02,كلية الصيدلة,بنغازي,0914644415
20255121,ميسور,الدباغ,2002-06-09,كلية التربية,القبة,0912980027
20255122,ايمان,آل عواض,2004-12-01,كلية التربية,بنغازي,0913416689
20255123,شامل,العليان,2008-02-17,كلية الصيدلة,بنغازي,0924748863
20255124,حسنين,المغاولة,1999-05-12,كلية الصيدلة,البيضاء,0923052381
20255125,هلالي,آل مقطة,2000-08-07,كلية الهندسة,المرج,0918594098
20255126,مرسال,المغاولة,2006-07-25,كلية الزراعة,بنغازي,0917355002
20255127,لوليا,آل بن ظافر,2004-11-23,كلية الزراعة,طرابلس,0913386253
20255128,علاء الدّين,آل عواض,2003-04-16,كلية الزراعة,البيضاء,0918311590
20255129,عزّ الدّين,الخرافي,2001-09-26,كلية الصيدلة,بنغازي,0916506029
20255130,ناضر,آل عطفة,2002-01-18,كلية الزراعة,طرابلس,0916508931
20255131,ليث,حنبولي,2001-02-25,كلية الهندسة,البيضاء,0914717086
20255132,صادح,آل صفوان,2002-12-21,كلية الزراعة,القبة,0918369437
20255133,مهنّد,آل الشيخ,2002-11-02,كلية الزراعة,المرج,0924339653
20255134,عفيف,الجابر,2008-01-17,كلية الصيدلة,طرابلس,0919362052
20255135,لوليا,العقيل,2001-04-03,كلية التربية,القبة,0918304411
20255136,سليمان,مهنا,1999-05-27,كلية الزراعة,البيضاء,0927845931
20255137,سرور,حجار,2007-09-21,كلية الصيدلة,البيضاء,0914561796
20255138,غازي,الدباغ,2006-06-07,كلية الزراعة,القبة,0925432685
20255139,زهرة,آل خضير,2003-01-31,كلية الصيدلة,القبة,0922653707
20255140,حمزة,العقيل,2000-12-14,كلية الزراعة,المرج,0929451713
20255141,رامح,العقيل,2001-01-25,كلية الزراعة,المرج,0912245483
20255142,ابتهاج,آل عطفة,2007-07-22,كلية الصيدلة,بنغازي,0916975859
20255143,حبّاب,الخرافي,2000-03-08,كلية التربية,المرج,0923277950
20255144,تامر,آل قصير,2003-06-05,كلية الهندسة,القبة,0923512492
20255145,عاصم,آل عواض,2005-04-10,كلية الزراعة,المرج,0912859632
20255146,ضيائي,الجفالي,2003-02-20,كلية الهندسة,بنغازي,0929369541
20255147,تامر,آل مقطة,2005-02-20,كلية الزراعة,البيضاء,0927993201
20255148,رجاء,آل مقطة,2000-03-22,كلية التربية,المرج,0928411933
20255149,عبد الغني,بن لادن,2001-11-29,كلية الصيدلة,القبة,0928655429
20255150,فخري,آل سعود,2000-01-07,كلية التربية,القبة,0929386989
20255151,عبّود,الراشد,2004-02-18,كلية الصيدلة,المرج,0923585899
20255152,أفراح,آل عواض,2003-02-21,كلية الزراعة,البيضاء,0915365061
20255153,عبدالرّحمن,آل محمد بن علي بن جماز,1999-12-09,كلية الهندسة,طرابلس,0923566467
20255154,رحيب,آل صفوان,2008-03-08,كلية الزراعة,المرج,0916603860
20255155,دارين,آل علي,2008-01-04,كلية الزراعة,القبة,0913697891
20255156,سديم,أبو داوود,2004-02-04,كلية الهندسة,بنغازي,0921506090
20255157,سعود,آل معيض,2004-01-07,كلية التربية,المرج,0913315534
20255158,ربيع,بقشان,2003-07-18,كلية الصيدلة,البيضاء,0917942074
20255159,رامح,آل قصير,1999-10-13,كلية الهندسة,المرج,0918182490
20255160,رائف,فصيل,2000-05-31,كلية التربية,بنغازي,0925528629
20255161,ثاقب,آل عواض,2003-04-28,كلية الصيدلة,المرج,0921767442
20255162,رباح,آل صفوان,2005-09-05,كلية الزراعة,المرج,0916704733
20255163,واصف,الجفالي,2005-08-28,كلية التربية,البيضاء,0919193276
20255164,عمرو,الشايع,2001-10-21,كلية الصيدلة,القبة,0923313858
20255165,راغب,آل سعود,2005-04-18,كلية الزراعة,البيضاء,0922643578
20255166,كامل,آل معيض,2001-08-26,كلية التربية,طرابلس,0917481953
20255167,وسام,المشاولة,2005-04-01,كلية التربية,بنغازي,0917733127
20255168,عتريس,أبو داوود,2004-10-27,كلية الزراعة,القبة,0913519544
20255169,كرم,العقيل,2006-03-01,كلية الصيدلة,المرج,0929677900
20255170,يسرى,الراشد,2006-03-19,كلية التربية,البيضاء,0923517361
20255171,رجائي,الجفالي,2004-05-10,كلية الزراعة,المرج,0912564654
20255172,حمود,آل جعفر,2000-09-14,كلية التربية,القبة,0922199610
20255173,وصاف,آل عايض,2003-04-17,كلية الزراعة,البيضاء,0916449067
20255174,ترانيم,آل مقطة,2006-07-18,كلية الزراعة,البيضاء,0918789006
20255175,حازم,آل جعفر,2000-08-04,كلية الصيدلة,القبة,0925956640
20255176,مُرسي,الجابر,2002-07-10,كلية الصيدلة,المرج,0917245232
20255177,سعدون,آل حسين,2002-01-02,كلية الصيدلة,طرابلس,0927949127
20255178,بشرى,آل قصير,2007-07-23,كلية الزراعة,القبة,0925330493
20255179,نجوان,الدباغ,2003-04-06,كلية الزراعة,البيضاء,0927631729
20255180,كوثر,آل رفيع,2000-03-17,كلية الصيدلة,طرابلس,0912975768
20255181,مُعتز,العقيل,2002-08-25,كلية الهندسة,المرج,0922976495
20255182,علّام,الراشد,2005-03-28,كلية الصيدلة,بنغازي,0915972954
20255183,ريما,الشايع,2005-11-24,كلية الهندسة,المرج,0924935160
20255184,عبد الخالق,العقيل,2003-05-31,كلية الهندسة,بنغازي,0927464692
20255185,شكري,العقيل,2003-02-27,كلية الهندسة,البيضاء,0924674904
20255186,ديمه,الراشد,2007-03-22,كلية الصيدلة,القبة,0922961563
20255187,حبّاب,الخرافي,2001-12-07,كلية الصيدلة,بنغازي,0919846069
20255188,عبد الخالق,آل العسكري,2001-04-05,كلية الصيدلة,المرج,0913013229
20255189,ياسر,حجار,2000-01-30,كلية الزراعة,المرج,0927462586
20255190,يقين,آل العسكري,2005-12-11,كلية الزراعة,القبة,0921863023
20255191,عبد الرّزاق,مهنا,2000-05-05,كلية الصيدلة,بنغازي,0918837746
20255192,جميلة,أبو داوود,2003-08-14,كلية الهندسة,بنغازي,0914446461
20255193,محجوب,آل الشيخ,2002-02-11,كلية الصيدلة,المرج,0913476744
20255194,زهدي,آل حسين,2004-11-03,كلية الصيدلة,طرابلس,0915737391
20255195,ناجي,المهنا,2007-03-01,كلية الزراعة,البيضاء,0914311941
20255196,معمّر,آل حسين,2001-02-02,كلية الزراعة,المرج,0916492575
20255197,ناهد,آل عطفة,2000-04-15,كلية الزراعة,القبة,0928854515
20255198,زايد,بن لادن,2005-07-19,كلية الزراعة,البيضاء,0914337645
